_id,_info,_model,cabriolet,city,country,info,make,mileage,model,post_time,price,state,transmission,turbo,year,color
375,2009 911 Turbo Coupe 6spd Blk/Blk w/ light mods,Turbo,FALSE,Torrance,USA,2009 911 Turbo Coupe 6spd Blk/Blk w/ light mods,Porsche,80020,911,2019-05-02T20:26:00.000Z,80000,CA,Manual,TRUE,2009,black
376,2007 Speed Yellow 911 Turbo 6spd 997,Turbo,FALSE,Coral Gables,USA,2007 Speed Yellow 911 Turbo 6spd 997,Porsche,37850,911,2019-11-21T09:56:00.000Z,79800,FL,Manual,TRUE,2007,yellow
377,2011 Carrera S/ 42K Miles/ PDK/ Sport Chrono/ Carbon Pkg/ MINT,Carrera S,FALSE,San Diego,United States,2011 Carrera S/ 42K Miles/ PDK/ Sport Chrono/ Carbon Pkg/ MINT,Porsche,42000,911,11/19/19 18:58,58000,CA,Automatic,FALSE,2011,unknown
378,2005 Carrera S w/PPCB Sport Chrono Sport Seats Bose full leather sport shifter,Carrera S,FALSE,Seattle,USA,"2005 Carrera S w/PPCB, Sport Chrono, Sport Seats, Bose, full leather, sport shifter",Porsche,85300,911,2019-11-19T01:02:00.000Z,37950,WA,Manual,FALSE,2005,yellow
379,2010 Porsche GT3,GT3,FALSE,Boca Raton,USA,2010 Porsche GT3,Porsche,19300,911,2019-11-19T21:19:00.000Z,110000,FL,Manual,FALSE,2010,white
380,2008 Porsche 911 S Cabriolet in fantastic Ruby Red Metallic Over Black Interior,Carrera S,TRUE,Collierville,USA,2008 Porsche 911 S Cabriolet in fantastic Ruby Red Metallic Over Black Interior,Porsche,94200,911,2019-11-16T17:15:00.000Z,31500,TN,Automatic,FALSE,2008,other
381,2009 911 carrera PDK,Carrera,FALSE,Redmond,USA,2009 911 carrera PDK,Porsche,52000,911,2019-12-08T01:34:00.000Z,39995,WA,Automatic,FALSE,2009,white
382,2006 Porsche Cayman S,Cayman S,FALSE,Simpsonville,USA,2006 Porsche Cayman S,Porsche,148100,Cayman,2019-12-06T21:17:00.000Z,13500,SC,Manual,FALSE,2006,blue
383,2008 Porsche Carrera S GT3 Front Bumper Carrera Sport Wheels Fister Exhaust,GT3,FALSE,Norco,USA,2008 Porsche Carrera S GT3 Front Bumper Carrera Sport Wheels Fister Exhaust,Porsche,133600,911,2019-12-05T19:42:00.000Z,27990,CA,Manual,FALSE,2008,silver
384,Porsche 06 Carrera 4S AWD 8400 Miles,Carrera 4S,FALSE,Spicewood,USA,"Porsche 06 Carrera 4S AWD 8,400 Miles",Porsche,8400,911,2019-12-04T00:40:00.000Z,47900,TX,Automatic,FALSE,2006,silver
385,Real Life Storm Trooper,unknown,FALSE,Batavia,USA,Real Life Storm Trooper,Porsche,49256,911,2019-12-03T03:36:00.000Z,73900,IL,Automatic,FALSE,2011,white
386,For Sale In Seattle WA: 2012 Porsche 911 Turbo Cabriolet_$92500,Turbo,TRUE,Seattle,USA,"For Sale In Seattle, WA: 2012 Porsche 911 Turbo Cabriolet_$92,500",Porsche,14043,911,2019-12-05T06:38:00.000Z,92500,WA,Manual,TRUE,2012,white
387, 2006 911 C4S Coupe-Manual-Well maintained!,Carrera 4S,FALSE,Richmond,USA, 2006 911 C4S Coupe-Manual-Well maintained!,Porsche,49100,911,2019-12-02T23:47:00.000Z,44900,VA,Manual,FALSE,2006,silver
388,2006 911 Carrera S 6 Speed,Carrera S,FALSE,San Mateo,USA,2006 911 Carrera S 6 Speed,Porsche,50544,911,2019-11-28T23:11:00.000Z,48500,CA,Manual,FALSE,2006,white
389,2012 911 Carrera 4 GTS Aero Kit w/6 speed manual. Carrera White w/black interior.,Carrera GTS,FALSE,Knoxville,USA,2012 911 Carrera 4 GTS Aero Kit w/6 speed manual. Carrera White w/black interior.,Porsche,42075,911,2019-11-26T21:29:00.000Z,83500,TN,Manual,FALSE,2012,white
390,2006 911 S Cabriolet 29K miles Black and Terra Cotta Interior,Carrera S,TRUE,Perkasie,USA,2006 911 S Cabriolet 29K miles Black and Terra Cotta Interior,Porsche,29836,911,2019-11-26T06:39:00.000Z,40500,PA,Automatic,FALSE,2006,black
391,2011 Porsche Turbo S - Only 14500 miles. Priced to sell,Turbo S,FALSE,Deerfield Beach,USA,"2011 Porsche Turbo S - Only 14,500 miles. Priced to sell",Porsche,14500,911,2018-12-06T00:37:00.000Z,95000,FL,Automatic,TRUE,2011,black
392,FS: 2007 Carrera 4S wtih Aero kit (NJ),Carrera 4S,FALSE,Flemington,USA,FS: 2007 Carrera 4S wtih Aero kit (NJ),Porsche,37500,911,2019-11-04T19:02:00.000Z,50000,NJ,Manual,FALSE,2007,silver
393,Porsche Cayman S 2008,Cayman S,FALSE,Savannah/hilton Head,USA,Porsche Cayman S 2008,Porsche,53000,Cayman,2019-11-14T20:47:00.000Z,32500,SC,Manual,FALSE,2008,red
394,997.2 GT3,GT3,FALSE,Louisville,USA,997.2 GT3,Porsche,12700,911,2019-11-16T05:37:00.000Z,127500,KY,Manual,FALSE,2010,white
395,2011 997.2 S Coupe 16700 miles Limited Slip,Carrera S,FALSE,Bucks County,USA,"2011 997.2 S Coupe 16,700 miles Limited Slip",Porsche,16700,911,2019-11-14T07:19:00.000Z,58200,PA,Automatic,FALSE,2011,silver
396,2005 Porsche 911 Carrera 2S Coupe 6 speed Full Leather,Carrera S,FALSE,Albuquerque,USA,2005 Porsche 911 Carrera 2S Coupe 6 speed Full Leather,Porsche,60699,911,2019-11-15T07:55:00.000Z,40000,NM,Manual,FALSE,2005,silver
397,FS: 2012 Cayman R - Track prepped with low miles and few DE days,Cayman R,FALSE,North Bethesda,USA,FS: 2012 Cayman R - Track prepped with low miles and few DE days,Porsche,32400,Cayman,2019-11-09T01:03:00.000Z,69500,MD,Manual,FALSE,2012,silver
398, 2012 911 Carrera S,Carrera S,FALSE,Princeton,USA, 2012 911 Carrera S,Porsche,29000,911,2019-12-09T21:22:00.000Z,65000,MA,Manual,FALSE,2012,silver
399,2007 911 Turbo 6spd,Turbo,FALSE,Ann Arbor,USA,2007 911 Turbo 6spd,Porsche,39500,911,2019-12-09T08:34:00.000Z,70000,MI,Manual,TRUE,2007,silver
400, 2008 Porsche 911 Carrera S w/ Aero Kit Full Leather Sport Seats Bose CF Package,Carrera S,FALSE,Scottsdale,USA," 2008 Porsche 911 Carrera S w/ Aero Kit, Full Leather, Sport Seats, Bose, CF Package",Porsche,74200,911,2019-12-09T08:28:00.000Z,39000,AZ,Automatic,FALSE,2008,red
401,Porsche Cayman 987.2',Cayman,FALSE,Chicago,USA,Porsche Cayman 987.2',Porsche,28000,Cayman,2019-12-23T22:36:00.000Z,31000,IL,Manual,FALSE,2011,gray
402,2010 911 Turbo,Turbo,FALSE,Beachwood,USA,2010 911 Turbo,Porsche,37616,911,2019-12-21T19:44:00.000Z,75994,OH,Automatic,TRUE,2010,silver
403,2012 911S Guards Red Coupe,Carrera S,FALSE,Austin,USA,2012 911S Guards Red Coupe,Porsche,32600,911,2019-12-20T02:17:00.000Z,66000,TX,Automatic,FALSE,2012,red
404,2007 Carrera S Meteor Gray,Carrera S,FALSE,Houston,USA,2007 Carrera S Meteor Gray,Porsche,68750,911,2019-12-16T06:15:00.000Z,38000,TX,Manual,FALSE,2007,gray
405,2011 Porsche 911 C4S Cabriolet PDK + Sports Package + More,Carrera 4S,TRUE,Palisades Park,USA,2011 Porsche 911 C4S Cabriolet PDK + Sports Package + More,Porsche,37000,911,2019-12-16T04:36:00.000Z,53000,NJ,Automatic,FALSE,2011,silver
406,2006 Cayman S.,Cayman S,FALSE,Southampton,USA,2006 Cayman S.,Porsche,90800,Cayman,2019-12-13T21:50:00.000Z,19500,PA,Manual,FALSE,2006,unknown
407,Beautiful Dark Blue Porsche 2011 911 Turbo S Cabriolet,Turbo S,TRUE,Cincinnati,USA,Beautiful Dark Blue Porsche 2011 911 Turbo S Cabriolet,Porsche,12525,911,2019-12-10T22:06:00.000Z,89000,OH,Manual,TRUE,2011,blue
408,2010 Porsche 911 GT3 in Basalt Black with Black interior,GT3,FALSE,Knoxville,USA,2010 Porsche 911 GT3 in Basalt Black with Black interior,Porsche,27918,911,2019-12-11T01:58:00.000Z,104997,TN,Manual,FALSE,2010,black
409,2007 Cayman S - Roller,Cayman S,FALSE,San Diego Ca,USA,2007 Cayman S - Roller,Porsche,165000,Cayman,2019-12-10T03:20:00.000Z,6000,CA,Manual,FALSE,2007,blue
410,2009 997.2 Carrera 4S Sport Chrono PDK Meteor Grey Full Leather 63.3k miles,Carrera 4S,FALSE,Issaquah,USA,"2009 997.2 Carrera 4S, Sport Chrono, PDK, Meteor Grey, Full Leather, 63.3k miles",Porsche,63359,911,2020-01-03T01:30:00.000Z,52400,WA,Automatic,FALSE,2009,gray
411,2005 Porsche 911 Carrera S,Carrera S,FALSE,Rockledge,USA,2005 Porsche 911 Carrera S,Porsche,52400,911,2020-01-01T16:19:00.000Z,42400,FL,Automatic,FALSE,2005,silver
412,2007 Porsche Cayman S Auto Tiptronic Beauty,Cayman S,FALSE,Orange County,USA,2007 Porsche Cayman S Auto Tiptronic Beauty,Porsche,77750,Cayman,2020-01-01T01:36:00.000Z,24800,CA,Automatic,FALSE,2007,gray
413,2009 Porsche 911 Carrera Cabriolet 997.2 PDK (22k miles),Carrera,TRUE,Staten Island,USA,2009 Porsche 911 Carrera Cabriolet 997.2 PDK (22k miles),Porsche,22285,911,2019-12-29T07:20:00.000Z,45500,NY,Automatic,FALSE,2009,gray
414,2007 Cayman S Ultimate street & track,Cayman S,FALSE,Prosper,USA,2007 Cayman S Ultimate street & track,Porsche,52000,Cayman,2019-12-29T02:54:00.000Z,36000,TX,Manual,FALSE,2007,black
415,2009 911 Carrera S (997.2 THE LAST OF THE PURE DRIVER'S CAR),Carrera S,FALSE,Union City,USA,"2009 911 Carrera S (997.2, THE LAST OF THE PURE DRIVER'S CAR)",Porsche,56483,911,2019-12-28T11:21:00.000Z,54999,CA,Manual,FALSE,2009,white
416,2011 911 Turbo S,Turbo S,FALSE,Atlanta,USA,2011 911 Turbo S,Porsche,34000,911,2019-12-27T10:03:00.000Z,89000,GA,Automatic,TRUE,2011,white
417,Carrera 4S manual,Carrera 4S,FALSE,Chicago,USA,Carrera 4S manual,Porsche,45000,911,2019-12-28T03:05:00.000Z,45000,IL,Manual,FALSE,2006,black
418,2006 cayman s 3.6l 997 engine swap!,Cayman S,FALSE,Agoura Hills,USA,2006 cayman s 3.6l 997 engine swap!,Porsche,116000,Cayman,2019-12-28T04:20:00.000Z,26000,CA,Manual,FALSE,2006,silver
419,2009 Porsche 911S 997.2 6MT (58K miles),Carrera S,FALSE,Houston,USA,2009 Porsche 911S 997.2 6MT (58K miles),Porsche,58406,911,2019-12-28T10:08:00.000Z,45000,TX,Manual,FALSE,2009,gray
420,'11 Cayman silver/black 6MT LSD sport seats sport chrono NEW trans 7k mi. ago!,Cayman,FALSE,Pawtucket,USA,"'11 Cayman, silver/black, 6MT, LSD, sport seats, sport chrono, NEW trans 7k mi. ago!",Porsche,76200,Cayman,2020-02-01T05:23:00.000Z,25000,RI,Manual,FALSE,2011,silver
421,2010 997.2 C4S Arctic Silver 6-sp Manual Clean Complete Excellent Cond 36800 mi,Carrera 4S,FALSE,Louisville,USA,"2010 997.2 C4S Arctic Silver, 6-sp Manual, Clean, Complete, Excellent Cond, 36,800 mi",Porsche,36800,911,2020-01-30T04:16:00.000Z,62500,KY,Manual,FALSE,2010,silver
422,2012 911 TTS Edition 918 Spyder,Turbo S,FALSE,Orlando,USA,2012 911 TTS Edition 918 Spyder,Porsche,13500,911,2020-01-29T05:58:00.000Z,164999,FL,Automatic,FALSE,2012,black
423,2005 Porsche 911 Turbo Cabriolet,Turbo,TRUE,Tega Cay,USA,2005 Porsche 911 Turbo Cabriolet,Porsche,61400,911,2020-01-28T22:20:00.000Z,45900,SC,Manual,TRUE,2005,red
424,2009 Porsche Turbo Cabriolet 6-speed Manual,Turbo,TRUE,Twinsburg,USA,2009 Porsche Turbo Cabriolet 6-speed Manual,Porsche,26600,911,2020-01-29T01:11:00.000Z,86980,OH,Manual,TRUE,2009,red
425,2012 Porsche 911S 991.1 29K miles,Carrera S,FALSE,Miami,USA,2012 Porsche 911S 991.1 29K miles,Porsche,29500,911,2020-01-26T02:41:00.000Z,61000,FL,Automatic,FALSE,2012,white
426,2007 Porsche Turbo Coupe 6600 Miles Gorgeous 2007 Porsche Turbo Coupe 6600 Mi HP Mods,Turbo,FALSE,Huntington,USA,2007 Porsche Turbo Coupe 6600 Miles Gorgeous 2007 Porsche Turbo Coupe 6600 Mi HP Mods,Porsche,6600,911,2020-01-27T19:33:00.000Z,95000,NY,Automatic,TRUE,2007,silver
427,2012 Porsche 911 Turbos S Coupe 918 Spyder Edition,Turbo,FALSE,Kennesaw,USA,2012 Porsche 911 Turbos S Coupe 918 Spyder Edition,Porsche,11625,911,2020-01-23T21:55:00.000Z,159000,GA,Automatic,TRUE,2012,black
428,2010 Porsche 911 Carrera Cabriolet,Carrera,TRUE,San Diego,USA,2010 Porsche 911 Carrera Cabriolet,Porsche,82900,911,2020-01-22T06:02:00.000Z,37999,CA,Automatic,FALSE,2010,black
429,2005 911S X-51,Carrera S,FALSE,Redding,USA,2005 911S X-51,Porsche,88500,911,2020-01-17T10:01:00.000Z,46000,CA,Manual,FALSE,2005,silver
430,Atlas Gray 2010 997.2 C2S PDK - ~33800K miles,Carrera S,FALSE,Austin,USA,"Atlas Gray 2010 997.2 C2S PDK - ~33,800K miles",Porsche,33791,911,2020-01-20T03:54:00.000Z,53000,TX,Automatic,FALSE,2010,gray
431,2012 Porsche Cayman S Black Edition 36k mi 6MT-PCCB-Carbon Buckets-PASM,Cayman S,FALSE,Santa Cruz,USA,2012 Porsche Cayman S Black Edition 36k mi 6MT-PCCB-Carbon Buckets-PASM,Porsche,36100,Cayman,2020-01-14T00:07:00.000Z,0,CA,Manual,FALSE,2012,black
432,***ROLLER*** 2005 997.1S TIPTRONIC *** 997 ROLLER,Carrera S,FALSE,Georgetown,USA,***ROLLER*** 2005 997.1S TIPTRONIC *** 997 ROLLER,Porsche,127000,911,2020-01-20T06:13:00.000Z,12000,TX,Automatic,FALSE,2005,black
433,Pristine 2012 911 Turbo Cab with under 8700miles,Turbo,TRUE,Mt Pleasant,USA,Pristine 2012 911 Turbo Cab with under 8700miles,Porsche,8700,911,2020-01-14T00:05:00.000Z,90000,SC,Automatic,TRUE,2012,black
434,Turbo 911 (997.2)  PDK. Black on Black,Turbo,FALSE,Columbus,USA,Turbo 911 (997.2)  PDK. Black on Black,Porsche,32000,911,2020-01-14T05:24:00.000Z,79000,OH,Automatic,TRUE,2010,black
435,2009 Porsche 911 Turbo - Meteor Grey Metallic -- MINT!,Turbo,FALSE,Scottsdale,USA,2009 Porsche 911 Turbo - Meteor Grey Metallic -- MINT!,Porsche,44400,911,2020-01-13T22:45:00.000Z,82000,AZ,Automatic,TRUE,2009,gray
436,2012 Porsche 991 C2S well equipped with original price at $135000 MSRP,Carrera S,FALSE,San Mateo,USA,"2012 Porsche 991 C2S well equipped with original price at $135,000 MSRP",Porsche,18860,911,2020-01-11T03:17:00.000Z,75000,CA,Automatic,FALSE,2012,blue
437,2009 Porsche Carrera PDK - Excellent Condition 42k miles,Carrera,FALSE,San Francisco,USA,2009 Porsche Carrera PDK - Excellent Condition 42k miles,Porsche,42200,911,2020-01-08T05:28:00.000Z,39500,CA,Automatic,FALSE,2009,black
438,2009 Porsche Cayman S - PDK PASM LSD Sport Chrono - Macadamia Brown/Sand Biege,Cayman S,FALSE,Houston,USA,"2009 Porsche Cayman S - PDK, PASM, LSD, Sport Chrono - Macadamia Brown/Sand Biege",Porsche,81500,Cayman,2020-01-07T21:23:00.000Z,30500,TX,Automatic,FALSE,2009,brown
439,Unicorn build C4S X51 PCCB exclusive options,Carrera 4S,FALSE,Burlingame,USA,Unicorn build C4S X51 PCCB exclusive options,Porsche,55000,911,2020-02-02T01:36:00.000Z,45000,CA,Manual,FALSE,2008,gray
440,2011 997.2 GTS,Carrera GTS,FALSE,Austin,USA,2011 997.2 GTS,Porsche,18900,911,2020-02-01T22:05:00.000Z,73000,TX,Automatic,FALSE,2011,gray
441,2006 Porsche 911 Carrera S-Black-6 Speed-Factory Aerokit-HRE Wheels-Low Mileage,Carrera S,FALSE,Naples,34109,2006 Porsche 911 Carrera S-Black-6 Speed-Factory Aerokit-HRE Wheels-Low Mileage,Porsche,25700,911,2020-03-03T19:52:00.000Z,55000,FL,Manual,FALSE,2006,black
442,2007 Cayman S 6MT: Street Car with Tasteful Mods,Cayman S,FALSE,Richmond,23832,2007 Cayman S 6MT: Street Car with Tasteful Mods,Porsche,54200,Cayman,2020-03-01T16:57:00.000Z,32000,VA,Manual,FALSE,2007,gray
443,6 speed - Porsche Cayman S with serious upgrades,Cayman S,FALSE,San Diego,92129,6 speed - Porsche Cayman S with serious upgrades,Porsche,145000,Cayman,2020-03-01T08:24:00.000Z,23900,CA,Manual,FALSE,2007,silver
444,2009 Porsche 911 Carrera 997.2 6MT,Carrera,FALSE,San Francisco,94131,2009 Porsche 911 Carrera 997.2 6MT,Porsche,45500,911,2020-03-01T08:17:00.000Z,47500,CA,Manual,FALSE,2009,white
445,2010 911 Carrera Cabriolet,Carrera,TRUE,San Diego,92103,2010 911 Carrera Cabriolet,Porsche,82900,911,2020-03-01T00:53:00.000Z,35999,CA,Automatic,FALSE,2010,black
446,2012.5 Porsche 991.1 Carerra S,Carrera S,FALSE,Chicago,60515,2012.5 Porsche 991.1 Carerra S,Porsche,39500,911,2020-03-01T01:53:00.000Z,57500,IL,Automatic,FALSE,2012,red
447,Immaculate 2010 911 C4S! 34k miles! Manual Transmission!,Carrera 4S,FALSE,Tucson,85711,Immaculate 2010 911 C4S! 34k miles! Manual Transmission!,Porsche,34050,911,2020-02-19T06:03:00.000Z,59999,AZ,Manual,FALSE,2010,silver
448,F/S 2010 Porsche Cayman PDK (Carrara white/sea blue),Cayman,FALSE,Lighthouse Point,33064,F/S 2010 Porsche Cayman PDK (Carrara white/sea blue),Porsche,57700,Cayman,2020-02-18T21:10:00.000Z,29000,FL,Automatic,FALSE,2010,white
449,feeler: 4.0 Liter 2009 911 C4S 997.2 PDK engine by Jake Raby / Flat Six Innovations,Carrera 4S,FALSE,Lyons,60534,"feeler: 4.0 Liter 2009 911 C4S 997.2 PDK, engine by Jake Raby / Flat Six Innovations",Porsche,80600,911,2020-02-19T22:59:00.000Z,62500,IL,Automatic,FALSE,2009,gray
450,2012 Porsche 997.2 Carrera S PDK Carrera White with Sea Blue Full Leather Interior,Carrera S,FALSE,Boerne,78015,"2012 Porsche 997.2 Carrera S, PDK, Carrera White with Sea Blue Full Leather Interior",Porsche,35800,911,2020-02-18T06:29:00.000Z,56500,TX,Automatic,FALSE,2012,white
451,2007 997TT MT with PCCB,unknown,FALSE,Nashville,37027,2007 997TT MT with PCCB,Porsche,37500,911,2020-02-18T03:35:00.000Z,79000,TN,Manual,TRUE,2007,white
452,911 Turbo S - GT Silver / Cocoa Brown,Turbo S,FALSE,Los Angeles,90008,911 Turbo S - GT Silver / Cocoa Brown,Porsche,27500,911,2020-02-16T23:24:00.000Z,97500,CA,unknown,TRUE,2011,unknown
453,2010 Porsche GT3,GT3,FALSE,Twinsburg,44087,2010 Porsche GT3,Porsche,37000,911,2020-02-15T20:08:00.000Z,98500,OH,Manual,FALSE,2010,white
454,2011 Porsche Cayman S Street/Track - Manual - BBi Build,Cayman S,FALSE,Los Angeles,90036,2011 Porsche Cayman S Street/Track - Manual - BBi Build,Porsche,27000,Cayman,2020-02-15T00:59:00.000Z,55000,CA,Manual,FALSE,2011,black
455,2011 White 997.2 911 Turbo 19k miles PDK Sport Chrono,Turbo,FALSE,Pittsburgh,15211,"2011 White 997.2 911 Turbo, 19k miles, PDK, Sport Chrono",Porsche,18800,911,2020-02-14T18:11:00.000Z,86000,PA,Automatic,TRUE,2011,white
456,2005 Porsche 997.1 with modifications.  Help me fund my next toy car!,unknown,FALSE,Apple Valley,55124,2005 Porsche 997.1 with modifications.  Help me fund my next toy car!,Porsche,62550,911,2020-02-14T17:09:00.000Z,30150,MN,Manual,FALSE,2005,blue
457,Immaculate 2010 997.2 C2S 6MT (130 Images + Video. Low Mileage. OEM GT3 add-ons etc),GT3,FALSE,Sanford,27332,"Immaculate 2010 997.2 C2S 6MT (130 Images + Video. Low Mileage. OEM GT3 add-ons, etc)",Porsche,29500,911,2020-02-14T03:38:00.000Z,64000,NC,Manual,FALSE,2010,silver
458,2011 Porsche 911 GTS Cabriolet,Carrera GTS,TRUE,Diablo,94528,2011 Porsche 911 GTS Cabriolet,Porsche,14600,911,2020-02-14T01:11:00.000Z,74500,CA,Automatic,FALSE,2011,black
459,2006 997 Guards Red 911 C2S Manual Transmission Sport Exhaust (PSE),Carrera S,FALSE,Oakland Township,48363,"2006 997 Guards Red 911 C2S Manual Transmission, Sport Exhaust (PSE)",Porsche,42655,911,2020-02-13T23:15:00.000Z,44500,MI,Manual,FALSE,2006,red
460,2005 996 C4S - Cinnamon Brown Special Leather Sport Exhaust and more,Carrera 4S,FALSE,Dallas,75204,"2005 996 C4S - Cinnamon Brown Special Leather, Sport Exhaust and more",Porsche,36144,911,2020-02-12T21:37:00.000Z,44900,TX,Automatic,FALSE,2005,white
461,2007 997.1 Porsche 911 Turbo - 6MTPCCBSport ChronoGT Silver MetallicAll Records,Turbo,FALSE,Danville,94506,"2007 997.1 Porsche 911 Turbo - 6MT,PCCB,Sport Chrono,GT Silver Metallic,All Records",Porsche,45343,911,2020-02-12T03:35:00.000Z,73999,CA,Manual,TRUE,2007,silver
462,2009 997 Turbo Cream White Cabriolet with Tiptronic,Turbo,TRUE,Brookings,57006,2009 997 Turbo Cream White Cabriolet with Tiptronic,Porsche,50900,911,2020-02-11T22:39:00.000Z,62500,SD,Automatic,TRUE,2009,white
463,2012 Carrera GTS 997.2 Race Car,Carrera GTS,FALSE,Newport Beach,92625,2012 Carrera GTS 997.2 Race Car,Porsche,47395,911,2020-02-10T03:08:00.000Z,88990,CA,Automatic,FALSE,2012,white
464,2010 Porsche 911 S ( 997.2 S ) PDK with Sharkwerks exhaust and Fister mufflers,Carrera S,FALSE,Houston,77096,2010 Porsche 911 S ( 997.2 S ) PDK with Sharkwerks exhaust and Fister mufflers,Porsche,53879,911,2020-02-09T23:54:00.000Z,53125,TX,Automatic,FALSE,2010,black
465,'08 Cayman,Cayman,FALSE,Bowling Green,42123,'08 Cayman,Porsche,41300,Cayman,2020-02-08T00:36:00.000Z,22500,KY,Manual,FALSE,2008,black
466,2005 Porsche 997 Carrera Coupe,Carrera,FALSE,Las Vegas,89134,2005 Porsche 997 Carrera Coupe,Porsche,71000,911,2020-02-07T04:07:00.000Z,29900,NV,Manual,FALSE,2005,silver